JUDGMENT,Summarized_text,Label,Scores
" J U D G M E N T (Arising out of S.L.P. (C) No. 24398 of 2004 ARIJIT PASAYAT, J. Leave granted. Challenge in this appeal is to the judgment and order dated 7.2.2003 in Civil Revision No.144/2003 and the order dated 23.4.2004 in (Review Application) Misc. Civil No. 574/2004, passed by a learned Single Judge of Madhya Pradesh High Court at Jabalpur. Though various points were urged in support of the appeal, the primary stand was that Civil Revision filed under Section 115 of the Code of Civil Procedure, 1908 (in short the ’CPC’) was allowed by the learned Single Judge even without issuing notice to the appellant. On knowing the order passed by learned Single Judge in the Civil Revision, the review application was filed specifically pointing out that no notice had been issued before disposal of the Civil Revision. The High Court rejected the same as noted above. Learned counsel for the appellant submitted that in the review petition it was categorically mentioned that without notice the order dated 7.2.2003 was passed. There is no finding recorded that any notice was in fact issued. Unfortunately, the High Court did not consider this aspect and dismissed the review application. It is also submitted that the revision was not maintainable. Learned counsel for the respondent on the other hand submitted that though it may be a fact that notice was not issued before disposal of the Civil Revision yet the orders do not warrant any interference as a right position in law has been noted. The order of the High Court reads as follows: "" xxx           xxx                     xxx The trial Court has obviously mis- interpreted the provisions in Order VII Rule 11(d) C.P.C. Under this rule the plaint can be rejected where the suit ""appears from the statement in the plaint to be barred by any law"". That is riot the situation here. The plaintiff has filed the suit for declaration of title and injunction and that can always be decided by the civil court irrespective of the decision of the revenue court under Section 250 of the M.P. Land Revenue Code, 1959. The revision is allowed\005."". http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 A perusal of the order itself shows that only the applicant’s advocate was heard. There is also even no mention that any notice was issued to the present appellant and/or it was served. An adjudication adverse to him was done by disposal of Civil Revision without even issuance of notice before such adverse adjudication. It is a clear violation of the principles of natural justice. Natural justice is an inseparable ingredient of fairness and reasonableness.  It is even said that the principles of natural justice must be read into unoccupied interstices of the statute, unless there is a clear mandate to the contrary. In the celebrated case of Cooper v. Wandsworth Board of Works, 1963 (143) ER 414, the principle was thus stated: ""Even God did not pass a sentence upon Adam, before he was called upon to make his defence. ’Adam’, says God, ’where art thou’ has thou not eaten of the tree whereof I commanded thee that ’thou should not eat’."" Since then the principle has been chiselled, honed and refined, enriching its content.  In Mullooh v. Aberdeen 1971 (2) All E.R. 1278, it was stated : ""the right of a man to be heard in his defence is the most elementary protection."" Natural justice is the essence of fair adjudication, deeply rooted in tradition and conscience, to be ranked as fundamental. The purpose of following the principles of natural justice is the prevention of miscarriage of justice. On that score alone, the appeal deserves to be allowed. The order passed by the learned Single Judge in the Civil Revision and the Review Application are accordingly set aside and the matter is remitted to the High Court for fresh consideration on merits after due notice to the appellant. The appeal is allowed. No costs.","The appeal is to the judgment and order dated 7.2.2003 in Civil Revision No.144/2003 and the order dated 23.4.2004 in (Review Application) Misc. Civil No. 574/2004, passed by a learned Single Judge of Madhya Pradesh High Court at Jabalpur. The High Court rejected the same as noted above.",special leave petitions,22.54
 J U D G M E N T We have today in Civil Appeal No. 2305 of 1994 held that the Appellants are not entitled to exemption under Notification No. 208/83.   In this case the only difference is that the inputs are different.  On the reasoning given in that judgment these inputs would not fall under Sub-Item 8.  Therefore  this  Appeal also stands dismissed.      There shall be no order as to costs.,Civil Appeal No. 2305 of 1994 held that the Appellants are not entitled to exemption under Notification No. 208/83. On the reasoning given in that judgment these inputs would not fall under Sub- Item 8.,civil,94.33
" JUDGMENT O R D E R This appeal is directed against the final order no.204/05- NB-A dated 14th January, 2005 passed by the Customs, Excise & Service Tax Appellate Tribunal, New Delhi in Appeal No.E/3422/93-NB-A. We have heard Mr. A.R. Madhav Rao, learned counsel for the appellant and Mr. K. Radhakrishna, learned Senior Counsel for the respondent.  We have perused the orders passed by the lower Authorities and also of the Tribunal. The point raised by the learned counsel for the appellant is covered by the recent judgment of this Court in Civil Appeal No.4488 of 2005, Commissioner of Central Excise, Bangalore versus M/s. Mysore Electricals Industries Ltd., reported in 2007 (204) E.L.T. 517.  In the said Judgment, this Court held that a beneficial circular has to be applied retrospectively while oppresive circular has to be applied prospectively.  Thus, when the circular is against the assessee, they have right to claim enforcement of the same prospectively. In view of the submission made by the learned counsel for the appellant and also of the judgment of this Court in C.A. No.4484/05 (supra), the appellant is liable to pay the duty from 29.8.1990 i.e. from the date of issue of the show cause notice and not from 1.3.1990 as ordered by the Tribunal. The Civil Appeal stands allowed on the above terms.  No costs.","This appeal is directed against the final order no.204/05- NB-A dated 14th January, 2005 passed by the Customs, Excise & Service Tax Appellate Tribunal, New Delhi in Appeal No.E/3422/93-NB-A. We have heard Mr. A.R. Madhav Rao, learned counsel for the appellant and Mr. K. Radhakrishna, learned Senior Counsel for the respondent.",civil,63.34
" JUDGMENT ORDER Criminal Appeal No. 1608 of 2007 @ SLP (Crl.) No. 3433 of 2007. We have heard learned counsel for the parties. Leave granted. We have perused the impugned order dated 24th May, 2007 granting anticipatory bail passed by the learned Single Judge of the Punjab & Haryana High Court in Crl. Misc. No. 33867-M of 2007. After hearing learned counsel for the parties, we are of the opinion that no inteference is called for by this Court. The appeal is accordingly, dismissed. However, we make it clear that in case the respondents do not cooperate with the investigation, then it is always open for the State to move an application before the High Court for cancellation of the bail, which will be decided in accordance with law. It may be mentioned here that Section 438(2)(i) of the Code of Criminal Procedure is very clear that while granting anticipatory bail the Court can lay down a condition that the accused shall make himself available for interrogation by a police officer as and when required. The purpose of such a provision is that anticipatory bail cannot be permitted to be abused. It is therefore, implicit that whenever the Court imposes such a condition in its order, and the accused called for interrogation or for certain investigation does not appear before the investigating officer then it will be open for the State to move the High Court for cancellation of bail. We make it clear that this order is confined only to the F.I.R. in the present case. Criminal Appeal No. 1607/2007 @ SLP (Crl.) No. 3514/2007. We have heard learned counsel for the parties. Leave granted. This appeal by special leave is directed against the orders dated 15.5.2007 and 31.5.2007 passed by the learned Single Judge of the Punjab & Haryana High Court in Crl. Misc. No. 27116-M of 2007 and CRM No. 36313 of 2007 whereby a contempt notice was issued to the Senior Superintendent of Police, Vigilance Bureau, Ludhiana who has sworn the affidavit along with the application. Normally the Courts should not be oversensitive and should not take very serious note of any loose expressions in the application. Contempt jurisdiction is to be sparingly exercise in very exceptional cases, as one of us (Markandey Katju, J.) has observed in an article http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 ‘Contempt of Court: The Need for a Fresh Look’ published in the Journal Section of A.I.R. 2007 (March Part), and we agree with the views expressed therein. However, the applicant should use proper language and state correct facts in his application. Although it is not contempt, proper decorum should be maintained. Be that as it may, we are of the opinion that the learned Judge should not have issued contempt notice in the matter. The S.S.P. had sworn the affidavit but the counsel who has prepared the application should have been more careful while drafting such an application. They should not make incorrect statements. The language used by them should be in consonance with the dignity of the Court. Having regard to the facts and circumstances of the case, we do not think it to be a proper case where contempt notice ought to have been issued. In the facts and circumstances of the case, while maintaining the order dated 15.5.2007 we set aside the direction in the last paragraph of the learned Single Judge’s Order dated 31st May, 2007 issuing notice to the S.S.P., Vigilance Bureau, Ludhiana. The appeal is accordingly, disposed of.","We are of the opinion that no inteference is called for by this Court. The appeal is accordingly, dismissed. In case the respondents do not cooperate with the investigation, then it is always open for the State to move an application before the High Court for cancellation of the bail, which will be decided in accordance with law.",special leave petitions,46.18
" JUDGMENT O R D E R TRANSFER PETITION(C) NO. 234 OF 2007 This is wife’s petition for transfer of Divorce Petition No.677/2006 from Civil Judg e, Senior Division, Raebareli to District Court at Bokaro.  The ground taken is that she is staying in Bokaro and she has nobody who would take her to Raebareli and contest the suit.  She also does not have any relative to stay at Raebareli.  These are good grounds for transfer. Accordingly, transfer petition is allowed.  The Divorce Petition No.677/2006 titled as Shiv Kumar Singh Vs. Meera Singh, pending before the Civil Judge, Senior Division, Raebareli stands transferred to the District Court at Bokaro.","The Divorce Petition No.677/2006 titled as Shiv Kumar Singh Vs. Meera Singh, pending before the Civil Judge, Senior Division, Raebareli stands transferred to the District Court at Bokaro.",transfer,62.04
" JUDGMENT O R D E R CIVIL APPEAL NO.287 OF 2008 Having heard learned counsel and having perused the findings recorded by the Commissioner (Appeals), we are satisfied that the barge hire charges were incurred by the Respondent-herein for unloading from Mother Vessel on to the barge after the customs barrier stood crossed and, therefore, the barge hire charges, on facts of this case, were not includible in the assessable value of the imported goods, viz., iron ore. The civil appeal is dismissed.","The barge hire charges were incurred by the Respondent-herein for unloading from Mother Vessel on to the barge after the customs barrier stood crossed and, therefore, were not includible in the assessable value of the imported goods. The civil appeal is dismissed.",barge hire charges,63.36
" O R D E R Leave granted. The controversy  is no  longer res  integra as  regards entitlement to payment of additional amount under Section 23 (1-A) of  the Land  Acquisition Act, 1894, as amended by Act 68 of  1984. The  award of  the Land  Acqusiition Officer is dated July  30, 1981.  Therefore, Section  23 (1-A)  has  no application  to   the  award   in  question.   Under   these circumstances, the  Civil court has no jurisdiction to amend the  award  and  decree  awarding  additional  amount  under Section 23  (1-A). The High Court equally committed an error of law in dismissing the civil revision in that behalf. The  appeals  are  accordingly  allowed  to  the  above extent. No costs.","The controversy  is no  longer res  integra as  regards entitlement to payment of additional amount under Section 23 (1-A) of the Land  Acquisition Act, 1894, as amended by Act 68 of 1984. The High Court equally committed an error of law in dismissing the civil revision in that behalf.",civil,63.28
" JUDGMENT O R D E R (Arising out of S.L.P. (C)No. 11394 of 2006 1.      Leave granted. 2.      This appeal is directed against a final order dated 8th of December, 2005 passed by a Division Bench of the High Court at Allahabad in First Appeal No. 306 of 2002, by which the Division Bench of the High Court had declined to interfere with the findings of the trial Court and dismissed the appeal. 3.      We have heard the learned counsel for the parties and after going through the impugned order, we are of the view that the impugned order cannot be sustained as it appears to us that the Division Bench, while deciding the appeal, has not at all applied its mind nor has considered the points raised by the parties before it.  The Division Bench, while dismissing the appeal, had made the following order :- \023Sri Alok Kumar Singh submitted that although nine issues were framed but the same were decided in 33 lines only, therefore, the judgment is bad.  However, we have perused the judgment and found that there is nothing bad in the judgment . In view of above, the appeal lacks merit and is, therefore, dismissed.\024 4.      A perusal of this order would show that the Division Bench, without going into the merits of the appeal and without applying its mind, had dismissed the appeal only by saying that on perusal, it was found that there was nothing bad in the judgment.  In our view, since the appeal was a first appeal i.e. the appeal had to be decided not only on law but also on facts, it was the duty of the Division Bench to apply its mind and decide the same in accordance with law after passing a speaking and reasoned order. 5.      For the reasons aforesaid, we are unable to sustain the order of the Division Bench and accordingly, set aside the judgment of the Division Bench of the High Court and send it back to the High Court for a fresh decision in accordance with law after giving hearing to the parties.  It is expected that the High Court shall decide the appeal within two months from the date of communication of this order to the High Court.  No unnecessary adjournments shall be granted to either of the parties. 6.      The appeal is thus allowed to the extent indicated http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 above with no order as to costs.","This appeal is directed against a final order dated 8th of December, 2005 passed by a Division Bench of the High Court at Allahabad in First Appeal No. 306 of 2002. The Division Bench had declined to interfere with the findings of the trial Court and dismissed the appeal.",special leave petitions,29.99
" JUDGMENT DR. ARIJIT PASAYAT, J. Having heard the learned counsel for the respondent-State, we find that the conviction of the appellant cannot be maintained. It is to be noted that the co-accussed persons were acquitted of all the charges as evidence was not sufficient to substantiate the accusation. Additionally burden has been put on the accused-appellant to show as to under what circumstances the death was caused. The presumption in such matters is relateable to a death occuring within seven years of marriage. Admittedly, the marriage in the present case was solemnised more than 10 years before the date of occurrence. That being the position, the order of the High Court is not sustainable and the same is set aside. The appellant is entitled to acquittal. The bail bonds of the accused executed for the purpose of bail in terms of the order dated 15.07.2002 shall stand discharged.",Co-accussed persons were acquitted of all the charges as evidence was not sufficient to substantiate the accusation. The bail bonds of the accused executed for the purpose of bail in terms of the order dated 15.07.2002 shall stand discharged.,appointment,29.6
" O R D E R Delay condoned. The 5th  respondent, K.R.  Ramanandan, was  selected by direct  recruitment  in  the  year  1977  for  selection  as Assistant Executive Engineer. All the direct recruits except the respondent  were appointed  in the  year  1978.  It  was admitted that  when he had filed O.P. No.7226/85 in the CAT, Ernakulam Bench,  by order  dated 31.1.1990 it was held that his appointment was delayed due to laches on the part of the Railway Administration.  After his  appointment in  the year 1981, within two years he passed his test. When his case was not considered for promotion as Executive Engineer, he filed the  O.A.   The  Tribunal  without  deciding  the  inter  se seniority in  the cadre  of Asstt.  Executive Engineers  had directed the Railway Administration to consider his case for promotion as Executive Engineer for the years 1984, 1985 and 1986 and  if found fit for promotion in any of the posts, to give him  promotion for that year and to fix seniority among Executive  Engineers   accordingly.  Pursuant  thereto,  the respondent  was   considered  and   promoted  as   Executive Engineer. After the above order came to be made, the Railway Administration did  not carry  the matter  in appeal to this Court. Some  of the  persons seemingly aggrieved against the direction admittedly  filed a review petition which was also dismissed and  that  order  became  final.  The  petitioners thereafter challenged the self same order by filing separate O.A. and in the impugned order of the Tribunal dated October 19, 1995  the Tribunal  has confirmed it earlier order. Thus this Special Leave Petition. It  is   contended  by  the  learned  counsel  for  the petitioners that  since the  inter-re  seniority  as  Asstt. Engineers was  left open  in the order, the directions given by the  Tribunal to  consider the case as Executive Engineer and determine  his seniority  on the basis of the promotion, is not  valid in  law. We  find no  force in the contention. Once he is found to be eligible according to the rules, then http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 his seniority  is required  to  be  determined  as  per  the procedure prescribed  in the  rules in  vogue. It is further contended that  the fifth respondent was not qualified since he had not completed 8 years of required service. The Tribunal has  recorded a  finding that  two years  period is relaxable in  the case of the reserved candidates. The inter se seniority  as Asstt. Executive Engineer is required to be determined; he joined service in 1981 and, therefore, he did not have  the requisite  service. We  find no  force in  the contention. Since  he was selected by direct recruitment, he is  entitled   to  be   appointed  according  to  rule.  His appointment was  delayed for  no fault of him and he came to be appointed  in 1981,  he is,  therefore, entitled  to  the ranking given  in  the  select  list  and  appointment  made accordingly. Under  these circumstances,  we do not find any illegality in the order. The special leave petition is accordingly dismissed.","The 5th respondent, K.R. Ramanandan, was selected by direct recruitment in the year 1977 for selection as Assistant Executive Engineer. When his case was not considered for promotion as Executive Engineer, he filed the O.A. No.7226/85 in the CAT, Ernakulam Bench. It was held that his appointment was delayed due to laches on the part of the Railway Administration. The Tribunal has recorded a finding that  two years period is relaxable in the case of the reserved candidates. The special leave petition is accordingly dismissed.",special leave petitions,51.65
